Sr No,tweet,label
7765,"Chinese #WuhanVirus takeaway goes viral in china??

#coronavirus https://t.co/ahf0M29UBC",3
7766,"Impressive??

#coronavirusindia #CoronavirusOutbreak #Corona #WuhanCoronavius #wuhan",3
7767,"4 Pictures a Thousand words ??
#Coronavirus https://t.co/pHML8jIqju",3
7768,?? % support for medical staff strike ?#hongkong #WuhanCoronavirus #coronavirus #nCov2019,3
7769,"What does a couple mean? Two elderly patients of #coronavirus in their 80s said goodbye in ICU, this could be the last time to meet and greet ?????? https://t.co/Il5qT56R2c",3
7770,"#Coronavirus forces world’s largest work-from-home experiment??

Co-working is out, video chat apps are in as offices close ???????????????????

https://t.co/xJXNfyLROA",3
7771,"Incredible! Such unity, all pulling in one direction to make sure the job is done! ???? #CoronaVirus",1
7772,?? #Go #Coronavirus Suspected coronavirus victim escorted off Russia to Dublin flight https://t.co/AJt5ewi7aY,1
7773,im fkn dying rn ?? https://t.co/3XYzJYmnOI #CoronavirusUpdate #coronavirus #corona #viral #virus #meme #viruscorona #lol #memes #dankmemes #funnymemesdaily #jokes #haha #lmao #wtfmemes https://t.co/39jX6A1RLh,2
7774,Me with #coronavirus?? https://t.co/KUkzTS71oo,1
7775,"Updated #coronavirus #'s worldwide ??

17,390 confirmed cases
362 fatalities

#WuhanVirus #CoronavirusOutbreak",1
7776,"UPDATE : #2019nCoV
#coronavirus cases count 
?? 17,388 confirmed cases worldwide
?? 21,558 suspected cases
?? 362 fatalities
?? 2,296 in serious/critical condition
?? 475 in China recovered
?? Vast majority of cases in China
?? 24 countries reporting cases",1
7777,"Very glad to report that medical relief supplies from #Pakistan have arrived for affectees of #CoronaVirus in #China

?? Details of med equipment
  N95 masks: 84500
  Surg Mask: 279000
  Gloves: 28500
  Shoes Cover : 15300
  Gown: 7000
  Apron: 8000
  Goggles: 2400
  Suits: 8500 https://t.co/D35rBavLXy",1
7778,The latest The Diego Villegas™ Daily! https://t.co/FDaYO2TmXy #cocinayvino #coronavirus,1
7779,Precautions for #coronavirus has reached another level..?? https://t.co/CfjqEbOB08,1
7780,[Wait for it]?? [ #coronavirus #coronavirusindia #CoronavirusOutbreak #coronavirusmeme ] https://t.co/0IzcuCsRWT,1
7781,"The funniest thing happened today??. 
After I sneezed our tutor asked if i came from China then i was wtf do you mean... #coronavirus Bitch????",2
7782,"In just 10 days! ?????? 
China builds a new hospital in #Wuhan in just 10 days to combat #coronavirus ?? #CoronavirusOutbreak #coronarivirus https://t.co/N6UqJoxo8c",2
7783,"Thankyou @airindiain for evacuating Indians from wuhan(china) #Coronavirus

Good job???? @airindiain",1
7784,Heartless sadistic barbaric savages ??@AnimalAbusers @PDChina @NCOVNEWS #coronavirus,1
7785,"Here is the breakdown of the latest on the #coronavirus, which has killed more than 300 people and infected over 14,000: ????
The U.S. confirmed its ninth case of the virus.
The #Pentagon has approved a request for housing support for 1,000 people who may need to be #quarantined.",1
7786,"#coronavirus infected by country:
Asia
???? 17238 -?? 361
???? 20
???? 19
???? 18
???? 15
???? 8
???? 6
???? 5
???? 2
???? 2 - ?? 1
???? 1
???? 1
???? 1

Europe
???? 10
???? 6
???? 2
???? 2
???? 2
???? 1
???? 1
???? 1

North America
???? 9
???? 4

Oceania
???? 12",1
7787,"???? well this isn't at all suspicious or alarming 
https://t.co/xZ5d7Xh4kE
#Coronavirus
#CoronavirusOutbreak 
#WuhanVirus 
#Wuhan",1
7788,"??TRAVEL POLL??If you're currently thinking about travelling overseas is the #coronavirus outbreak in #China making you reconsider your international travel plans? 

#Corona #VirusCorona #wuhan #ChinaVirus #ChinaCoronaVirus #WuhanVirus",1
7789,Cool ??!! #coronavirus,1
7790,"A little update, do not panic ?? #coronavirus #Wuhan https://t.co/5nEPYDouFK",1
7791,"ICYMI: 80 patients are now under investigation for #coronavirus. ??

https://t.co/Y6JTVPVvIR",2
7792,They are dropping dead so fast!!! ?? #Coronavirus #WuhanCoronavirusOutbreak,2
7793,Off to York this morning. Let's hope I avoid the #coronavirus  ??,2
7794,The latest The Kunal Arora ™  Daily! https://t.co/IHIq8RF6dA Thanks to @sheeshkabob @FoodmfgUK @ShekharGupta #budget2020 #coronavirus,2
7795,John Hopkins site map crashed. Too many visitors checking stats. ?? #coronavirus coronavirus https://t.co/x74rjNUuiP,1
7796,"??TRAVEL POLL?? If you're currently thinking about travelling overseas is the #coronavirus outbreak in #China making you reconsider your international travel plans? 

#Corona #VirusCorona #wuhan #ChinaVirus #ChinaCoronaVirus #superbowl #SBLIV #HalftimeShow #Pepsi  #SuperBowlLIV",1
7797,Leave me alone I have ?? #coronavirus #cronavirus #coronaviruses #CoronavirusWho https://t.co/QSnsOHFez8,1
7798,I guess it's time to order unnecessary stuff again ????? #coronavirus,1
7799,"Latest Update on the #coronavirus today, the tolls have doubled those of yesterday, meaning the world is gradually approaching the ?? zone. 

I’m still very convinced it’s a man made Virus ??, but I wish we could pray for the doctors and nurses and all other personnels fighting. https://t.co/fp8MFfMMKQ",1
7800,"??#RNA?is present in #novelcoronavirus &amp; makes it different than previous #coronavirus!

“...research team has discovered 214 new RNA viruses...research results enhanced #China's international influence in field of virology &amp; emerging infectious diseases..” #BiologicalWarfare",1
7801,"If u have,
1.difficult in sleeping
2.Loss of appetite
3.Weight loss
That's not #coronavirus,u just don't have money??",1
7802,"#India temporarily suspends E-visas for #China after second #coronavirus case is confirmed in #Kerala. Already issued E-visas are no longer valid. 

Advisory by the Indian embassy @EOIBeijing in China????:",3
7803,"#Coronavirus is the second worst thing from China..!!!!

#tiktok still remains the first..!!!??",1
7804,"medical relief supplies from #Pakistan have arrived for affectees of #CoronaVirus in #China

?? Details of med equipment
  N95 masks: 84500
  Surg Mask: 279000
  Gloves: 28500
  Shoes Cover : 15300
  Gown: 7000
  Apron: 8000
  Goggles: 2400
  Suits: 8500
@zlj517 
@WangXianfeng8 https://t.co/xrs3wpYZyC",1
7805,Reading the foreign news about #coronavirus and almost nobody is menzioning about Italy where 3 Italian researchers and women isolated the virus. ???#wuhan,1
7806,I'm not panicking. Are you panicking? Didn't think so! ??#2019nCoV  #Coronavirus,1
7807,"How it is possible?
#coronarivirus #Wuhan #WuhanVirus  #coronavirus ?? #CoronavirusOutbreak #ChinaVirus #nCov2019 #WuhanLockDown  #China #freedom https://t.co/FIUiQ5eMni",2
7808,"The latest Sebastien Libert ?, le Journal! https://t.co/XrRomwm3uE Thanks to @JF_Piege @camillejourdain #superbowl #coronavirus",1
7809,"#Earthquake in China is forcing the residents to come outside, but at the same time the #coronavirus is forcing the residents to stay inside! ????",1
7810,"What a superb thread by @T_Inglesby 

Lots of great technical insight with political repercussions 
#coronavirus 
#CoronavirusOutbreak 
?? a must read",1
7811,"Corona sounds like something a horny Bengali girl will say..??????

#coronavirus #CoronavirusWho #rofl",1
7812,"Novel #Coronavirus (2019-nCoV) advice for the public from @WHO @WHOAFRO 

#1) Wash your hands ???? with soap ?? and running water ??when hands are visibly dirty 

#hcsmAFRICA #hcsmZW #hcsmBW https://t.co/O13QfA1jFv",1
7813,"#islam is a religion of peace ?
#coronavirus https://t.co/oOb9BgA0me",1
7814,"All these videos &amp; pics of people suffering &amp; dying in China is making me feel NUMB ?? 
#Coronavirus #CoronavirusOutbreak 
We all have to die one day....
But not like this please.
The fear among people is killing them every moment. 
God save the world ??? 
????? ???? ?????? ??",1
7815,"361 dead, 17,238 infected with novel #coronavirus in #China till now and the numbers are increasing according to time frame. 
Keep away from non-veg, use masks while traveling and save yourself from the virus. ??",1
7816,"#coronavirus update PAY ATTENTION —#MSM IS ONLY TELLING U HALF OF THE STORY!!
@DaHonestyPolicy's broadcast: ??#PoliticalRumble?? #Impeachment  #acquittal #SuperBowl #SuperBowlLIV  #MakeSpceForWomen #Pandemic #coronavirus #DaNation #politics #news #GoLive

https://t.co/IfFErxT8Vz",1
7817,"#5G Launches In Wuhan Weeks Before #coronavirus Outbreak ????

https://t.co/95vGFoqXpy",1
7818,#coronavirus is no excuse to be racist. I know many Chinese people born and raised in Canada that have never set foot in China. Not every Chinese person was born or lived in China. All different cultures travel to China doesn’t mean only the Chinese can spread it. Grow up??,2
7819,"Stop this! Who ever made this, going to hell ???????????????????? #dead #coronavirus #lol #instafunny https://t.co/pVU4FS6x0S",1
7820,#Coronavirus Update: Please RETREAT and  always sanitized your ?? hands before you eat. Thank you your sharing.,1
7821,"For Fu©ks Sake!
What has China ???? unleashed on humankind?
#coronavirus
#QAnon",2
7822,"...

To all my

       lovely friends ?? and followers, 

please be safe... #coronavirus still in the hunt ??

...",2
7823,The latest The POLITICAL News hourly ®! https://t.co/c4wT9TkVQ6 Thanks to @BunnieKat1962 @seigejet @NYtitanic1999 #news #coronavirus,2
7824,South Sudanese to avoid China travels #CoronaVirus is real ????????,2
7825,"#CoronaVirus
?????? 17,295 cases have been confirmed.
???? ?? 362 people have died.
???? ?? 2915 new cases were recorded in the past 24 hours
???? ??150 cases have been confirmed in 24 other countries.
~
https://t.co/VnAHu39nYu",2
7826,Truth ??.  #coronavirus,2
7827,Yes!!!! Finally a cure for #coronavirus ?????? https://t.co/QkiysoPtZW,2
7828,"Be safe! #CoronaVirus spreads through human contact ??

But this is ????

#CoronaAwareByTRISHAFans
@trishtrashers @VijaySethuOffl https://t.co/QUAV6Iy6LL",2
7829,"#CoronaVirus
?????? 17,295 cases have been confirmed.
???? ?? 362 people have died.
???? ?? 2915 new cases were recorded in the past 24 hours
???? ??150 cases have been confirmed in 24 other countries.
~
https://t.co/VnAHu39nYu https://t.co/iyMos9i4iL",2
7830,This means we can get contaminated with #coronavirus #2019nCoV by touching a door handle that someone infected sneeze on it? ??,2
7831,The latest The Glenn Quagmire ? Globe! https://t.co/REL259zmI1 Thanks to @thephinsider #superbowl #coronavirus,2
7832,#coronavirus #?????_?????? not spreading hate but this is reality &amp; accept that ???? https://t.co/1s60cGj0Ry,2
7833,"A Chinese woman infected with the #coronavirus tested negative for the virus 48 hours after Thai doctors administered a cocktail of anti-virals used to treat flu and HIV. Read ??
https://t.co/wvqttf8KRI",1
7834,And sometimes when you read a lot about #coronavirus you end up getting fever and cold. This wasn't enough that people are treating you corona positive. Is that a joke. ????,1
7835,"#coronavirus 

Me ?? : 
*Drinking hot water

*Using Hamam soap

*Rasam , neela vembu 
kashayam 

* Wearing Mask https://t.co/dDKy5ChveL",2
7836,"A canadian’s wish for a miracle came true.
Best vlogg I’ve ever watched??#Canada #freedom #coronavrius #coronavirus 

“So is one whose breast Allah has expanded to [accept] Islam and he is upon a light from his Lord... “[39:22] @RosieGabreille
https://t.co/Tv4s1EwkAn via @YouTube",2
7837,"The news says that smartphones can carry #coronavirus ?? Guys, don't worry #Xiaomi has begun disinfection ??

#RedmiK30 #POCOX2 https://t.co/wuEKOecp9h",1
7838,#coronavirus has made me discover that everyone is a doctor in their own small capacity ??,1
7839,What wonderful news in this grim time ??... #CoronavirusOutbreak,1
7840,"#Australia???? has begun evacuating its citizens to #ChristmasIsland for #coronavirus??

??https://t.co/xIG6vCGTfM?? https://t.co/2teY5jf3HM",1
7841,"Help protect children from #coronavirus:

?? Encourage children to wash their hands frequently with soap and water for at least 20 seconds
?? Keep children away from anyone coughing or sneezing
????? Take your children to the doctor if they develop a fever or flu-like symptoms https://t.co/51g9Y7FAlo",1
7842,Thailand has found a cure...or at least a suitable treatment??#coronavirus,1
7843,"The Chinese isolation treatment in Japan, not bad ?? #coronavirus https://t.co/BH6kU7ir6P",1
7844,"Goood news??The cocktail of flu+HIV drugs healed an old man with serious symptoms in Thailand #2019nCoV #coronavirus . In #China, HIV drugs have been proved to be effective one week ago! You'll have problems, dude @Corona_nCoV2019 

Bad news: One more city #blockdown today https://t.co/IoiJuKL0sm",1
7845,Be proactive and offer alternative solutions such as #livestreaming. ???? #coronavirus #eventprofs #eventprofstalk https://t.co/Afr1I9MHn5,1
7846,"?? #Gilead working with #China to test Ebola drug as new #coronavirus treatment

https://t.co/UnyNYHwh7E",1
7847,"#GodseVirus Is More Dangerous Than #coronavirus ??

BJP's Anantkumar Hegde calls Mahatma Gandhi's freedom struggle a 'drama' - India News https://t.co/MajCnqqDxL
#MahatmaGandhi @TusharG 
@ajitanjum @omthanvi @digvijaya_28 @ashutosh83B @ShashiTharoor @LambaAlka 
@abhisar_sharma",1
7848,"#Coronavirus rumour that pets can carry virus results in animals thrown to their deaths 

#CoronavirusOutbreak 

?? my babies...

https://t.co/E0QDdxAOmy",1
7849,"Fans of the famous sitcom, ‘The Simpsons’ were convinced that the animated show foreshadowed the #coronavirus outbreak 27 years ago. 

Click the link??to read more
https://t.co/dGm95v1moh",1
7850,"Please #coronavirus don’t mind this man o, he use to be VERY retarded, he doesn’t really kw mean it o. ??",1
7851,"Fans of the famous sitcom, 'The #Simpsons’ were convinced that the animated show foreshadowed the #coronavirus outbreak 27 years ago. 

Click the link??to read more
https://t.co/dGm95v1moh",1
7852,3rd positive case of Novel #Coronavirus reported in Kerala??????,1
7853,"Fans of the famous sitcom, 'The #Simpsons’ were convinced that the animated show foreshadowed the #coronavirus outbreak 27 years ago. 

Click the link??to read more
https://t.co/dGm95v1moh",1
7854,"Fans of the famous sitcom, 'The #Simpsons’ were convinced that the animated show foreshadowed the #coronavirus outbreak 27 years ago. 

Click the link??to read more
https://t.co/dGm95v1moh",1
7855,"It's one of those days at the desk and #coronavirus stories are just adding up.
I'm getting my 2nd cup of coffee today; I need it??",1
7856,"Fans of the famous sitcom, 'The #Simpsons’ are convinced that the animated show foreshadowed the #coronavirus outbreak 27 years ago. 

Click the link??to read more
https://t.co/dGm95v1moh",1
7857,Such a noble man. RIP to the decreased soul. Man of Honor. ?? #coronavirus,1
7858,Follow these Important Precaustions #CORONAVIRUS ???? #coronavirusindia https://t.co/ZznI0MWfFC,1
7859,"In the current scenario, who is the biggest #coronavirus
of INDIA? ??

#CoronavirusWho",1
7860,"3rd positive case again in kerla oh my God??????
#coronavirusindia 
#coronavirus",1
7861,"#coronavirus #CoronavirusOutbreak
#usa
??????
Its not just airborne!!! ??????
It sticks????? ??????
https://t.co/oC6lWzv9VO https://t.co/KsiOGS7OEC",1
7862,"Nepal government 
Now:  #coronavirus ???????? , ???? ????? ????????  ??????? ?????? ????? ???? ???? ??? ?????? ??? 

Next month:
Wear n95 masks ,don't let your family go anywhere outside the house ,send just one person to buy the requirements with face mask on.??????",1
7863,Hope it trends on tweeter only???? #coronavirus,2
7864,"More #coronavirus affected person found in Kerala  rather than other states just because they are use to eat maximum non-veg most probably on daily basis. 
They eat everything like Chinese people.
I request to the people not to eat any type  non-veg food for 2-3 months atleast ??",1
7865,"#recession ... #ASEAN #Manufacturing edition

The deterioration even before the #coronavirus... ??",1
7866,Miracle! ??  God bless them #coronavirusindia #CoronavirusWho,2
7867,"#HongKong Gov “effective” way to cope with #Coronavirus — 
1/ grab a ??
2/ cut it 
3/ ESCAPE &amp; POP: community #outbreak??",1
7868,"??Just In | Third positive case of novel #Coronavirus from #Kerala, according to Union health ministry officials

??????
?? https://t.co/HxZfXlMUfV ?? Print daily ???Dainik Gana Adhikar https://t.co/v4qItuyRHG",3
7869,The origin of virus is not bats!!! Please the photo ?? #coronavirus https://t.co/Soo6dPJn21,1
7870,"#coronavirus #CoronavirusOutbreak
#usa
#SuperBowl
sticks!!!??????",3
7871,"#BREAKING #coronavirusindia 

India reports third positive case of novel #coronavirus from #Kerala

Click ??https://t.co/Uo7XHJTtWD https://t.co/Vd3DHPzCaa",3
7872,#coronavirus Yoh once it hits S.A may we all R.I.P??????,1
7873,"Interesting - Didn’t think #CoronaVirus had ever been seen in humans until December 2019. (Bottle is dated 27th October 2019)

No medical cure for it but Dettol @discoverRB obviously knew about the virus &amp; the cure! ??",1
7874,"This ??

#china #coronavirus #CoronavirusOutbreak  #staysafe https://t.co/yILQxM3bpz",1
7875,"In just 10 days 
China builds a new hospital in Wuhan City for #coronavirus ?? patients ! May ALLAH grant healing to all patients soon
Pakistan ???? stands with China ???? in this difficult time 
 #CoronavirusOutbreak

@zlj517 https://t.co/Hw15fTgHZ2",1
7876,"Interesting - Didn’t think #CoronaVirus had ever been seen in humans until December 2019. (Bottle is dated 27th October 2019)

No medical cure for it but Dettol @discoverRB obviously knew about the 
virus/cure in October 2019!?? https://t.co/ilETT9UTjx",1
7877,Trust me to get the flu when this #coronavirus is going around now everyone on this train be looking at me sideways when I sneeze ?????????,1
7878,#australia's digital news https://t.co/vZyJZKYfDN @au2day© thank @nbnnews @Karachi_Post @city_news #superbowl #coronavirus,1
7879,Working from home and online learning is the way to go! #coronavirus #virtuallearning #lifeonglearners ?????????? https://t.co/79sYoLgU0I,1
7880,"#MondayMotivation
In just 10 days 
China builds a new hospital in Wuhan City for #coronavirus ?? patients ! May ALLAH grant healing to all patients soon
Pakistan ???? stands with China ???? in this difficult time 
 #CoronavirusOutbreak

@zlj517 https://t.co/ZGKpFQxbep",1
7881,"I swear it's supposed more than that.. just the government hiding the reality ??????
#CoronavirusOutbreak #coronavirus #WuhanPneumonia #wuhanconoravirus #WuhanJiayou",1
7882,"Latest #coronavirus numbers:
17,389 cases
 362 deaths
        ??
≈24 hrs ago:
14,549 cases
305 deaths",1
7883,"They're saying Coke cures #coronavirus ! They didn't say normal or no sugar. Anyway snorted some and so far so good ??
Just hope don't have to do ice again, last time tried it keep melting and putting matches out ?? https://t.co/o1d9g4QFSk",1
7884,"China's #coronavirus lockdown points to Q1 slump for #metals | https://t.co/g8UPVttdRn

?? Construction delays likely from slow return of workers
?? Logistics bottlenecks loom that could slow unloading, delay deliveries
?? Chinese mills may cut #steel production

#nCoV2019 https://t.co/7474aLtMB7",1
7885,"Building a complete #hospital for 1,000+ patients from the scratch in just a couple of days... wow...?? #CoronaVirus https://t.co/n7HWIqY7lm",1
7886,"#Chinese health officials have already been administering the #HIV and #flu #drugs to fight the #coronavirus. The use of the three together in a #cocktail seemed to improve the #treatment, the #Thai #doctors said. ??
https://t.co/i2r0TSZCyp",1
7887,"I think China is downplaying the severity of #Coronavirus , and the infected are probably way more. The worst thing is that my country seems to believe them. ?? Tourism should be the least important thing now. How big is the chance China speaks the truth....",1
7888,"plattsmetals: China's #coronavirus lockdown points to Q1 slump for #metals | https://t.co/UdeTKMVZZu

?? Construction delays likely from slow return of workers
?? Logistics bottlenecks loom that could slow unloading, delay deliveries
?? Chinese mills ma… https://t.co/j2Xpxq1zVg",2
7889,"#coronavirus infected by country - ?? #????
Asia
???? 17232 -?? 361
???? 20
???? 19
???? 18
???? 15
???? 10
???? 8
???? 6
???? 5
???? 2
???? 2 - ?? 1
???? 1
???? 1
???? 1

Europe
???? 10
???? 6
???? 2
???? 2
???? 2
???? 1
???? 1
???? 1

North America
???? 11
???? 4

Oceania
???? 12",2
7890,"Tech Firms in China are using Big Data to fight Novel #Coronavirus 

Read: https://t.co/tgfDYVwep0

??: Ren Chao/Xinhua/IANS https://t.co/05RxzYCnxW",3
7891,"#virus #disease #illness #Cancer #AIDS #HIV #coronavirus #ADAN #ADAM #RoyalRife

??

We need to eradicate Cancer, HIV AIDS, now coronavirus etc, I know that there is global overpopulation but, we must find solutions in the world for this

Royal Rife discovered the cure for Cancer https://t.co/fdqwLYOX3P",2
7892,#china #EVs a gloomy outlook for growth 2020 ? #coronavirus ???????? https://t.co/ywUAERDZ8g,2
7893,"#coronavirus infected by country - ?? #????
Asia
???? 17232 -?? 361
???? 20
???? 19
???? 18
???? 15
???? 10
???? 8
???? 6
???? 5
???? 3
???? 2 - ?? 1
???? 1
???? 1
???? 1

Europe
???? 10
???? 6
???? 2
???? 2
???? 2
???? 1
???? 1
???? 1

North America
???? 11
???? 4

Oceania
???? 12",1
7894,"Love is more powerful than anything else. ??

#Australia #China #coronavirus #love #powerful #United https://t.co/Sk0aqynv6j",1
7895,"Next on @abcperth Drive w/ @GeoffHutchison ??
- #coronavirus &amp; Aussie Wuhan evacuees latest  
- Teacher @GJ_Stroud has #BacktoSchool advice for parents 
- Pull up a pew for Holy Heretics @FrChrisBedding 
- &amp; meet the 13yo #Perth star of new Aussie film: H is for Happiness ??????? https://t.co/QI1XIcHAvW",1
7896,"??The latest #china doctor report: some #coronavirus  patients' symptoms are mild in early stages, but there is a SUDDEN acceleration in the later stage?? Then patients will enter a state of multiple organ failure soon??which will be a storm of inflammation. Share with ppl u care https://t.co/LMs0UPtCtU",1
7897,Of all the places in the US the #coronavirus is in my town WTH ???????,1
7898,"Medical workers at #Wuhan hospital sing to the #coronavirus patients to support them in fight against the virus.  In case like this one,  you can said that the art is humanity. ??????????
#strong #China ???? #art #song… https://t.co/cItDUoFd5L",1
7899,????Why The White House Just Declared A National Health Emergency https://t.co/0tkAQOcEMY via @YouTube?? #coronavirus #CoronavirusOutbreak #WuhanPneumonia #pandemic #Corona #China #UnitedStates #WuhanFlu #NovelCoronavirus #2019nCoV #ChinaVirus #WHO #quarantine ????,1
7900,"Lock down Kerala ?? to prevent the spread of this disease.

#coronavirus 
@MoHFW_INDIA",1
7901,"The fume is real: some hoped for WW3 and a #Coronavirus global epidemic!! Rival fans are having a hell of a time adapting to the idea of Liverpool winning the league; looking for all sorts of excuses to belittle #LFC resurgence.
And Long May it continue!! ??????
#Mind_The_Gap",1
7902,"?? The #CoronaVirus is spreading! ??

??Retweet to spread awareness.

These are the latest confirmed updates from the database.
??????????????
?? Infected: 0
?? Deaths: 0
? Recovered: 0
?????????????? https://t.co/o63CvpyJlf",3
7903,This is #SanghiVirus ?? more deadly then #coronavirus,1
7904,"They have succeeded !! ... a #coronavirus hospital in 10 days???????? #Wuhan #China ... impressive!!????
Let's take a little tour inside... https://t.co/2Ji8nDTKfs",1
7905,"#SIRCSWORLDNEWS ?? #Coronavirus #CoronavirusOutbreak
???? -- IMPORTANT --",1
7906,Look at the lockdown measures! ?? Imagine if this thing gets to Nigeria. #coronavirus https://t.co/y73vqf7pJJ,2
7907,"I feel so bad for residents of Wuhan, China. Not only they’re under huge stress of #coronavirus but their pollution is pretty bad too ???? https://t.co/WGiudgzkiQ",1
7908,"3rd  coronavirus case confirms in Kerala ?? #coronavirus 
This is top priority",2
7909,To our local and international clients and business partners - please take note ???? #Coronavirus #RiskManagement,3
7910,"Now that is what I call power move muthaf;#&amp;=\&amp;a!!! ??????
Thank you Thailand!!
#coronavirus https://t.co/BE7eX6vvSM",1
7911,"Q: Your thoughts on #coronavirus ?
A: we will talk to the Chinese in private because that's how they are.
Q: Any plans on evacuating #pakistanstudents stuck in China?
A: Frankly, I don't know much about it.
@ImranKhanPTI ????
#WuhanCoronovirus #CoronavirusOutbreak https://t.co/AlPmttcMgV",3
7912,"Don't know about #Coronavirus....
Yaha Be mosam #barsat ne haal bura kr rakha hain..??????",1
7913,"#coronavirus is looking for his valentine ????
Who wanna be his valentine ? ???? https://t.co/WnkGebV7s9",2
7914,"#coronavirus  Last update: 2020/2/3 15:25
• Death toll: 361,  Recovered: 479, Confirmed cases: 17239, Suspected cases: 21558
The confirm cases exceeded 17k. The WHO declared global health emergency ??, means the situation is going out of control; (1/1)",2
7915,"This valentine give your partner a breathtaking gift.
? #coronavirus ?",2
7916,My people and my country ?? #coronavirus,2
7917,China finished a hospital in ten days for #coronavirus patients... ?? https://t.co/O1i7c15ty2,2
7918,China continues to put the economy ahead of the #coronavirus emergency. Cities like Macao’s won’t close their casinos ??. No vaccines to counter the virus. The collateral damage from this ignorant acts will cost China dearly. Horrible handling of this crisis https://t.co/N9plw4HSeC,2
7919,The latest The News Mail ®! https://t.co/xWiJoI7taz Thanks to @Ghummans @SaleemFarrukh #coronavirus #superbowl,2
7920,"By the time you reach home, you are wet but safe #coronavirus spraying ?? https://t.co/qvlx7hHJna",2
7921,The latest The Vishal Gadkari ®? Daily! https://t.co/xdVEddiSfz Thanks to @alokdesh @flirtingshadows @janhavee #coronavirus #budget2020,2
7922,"You run out of your country because it's trash and now find yourself in China????
#CoronaVirus now make you to start missing home and calling on help from your trash countries government ????Wehh.. this life no fair sep??????
#GodHelpUsAll",1
7923,"So officially quarantined now in dormitory. ??
#coronavirus",1
7924,"In just 10 days! China builds a new hospital in #Wuhan to combat #coronavirus . Well done ?? China, hopefully will soon .. @zlj517 @pid_gov https://t.co/UywQEBEwIm",1
7925,$ENZC HAS 2 SCIENTISTS DEVELOPED #PATENT YEARS AGO. LINK BELOW ???????????? #WATCHLIST #CORONAVIRUS #CoronavirusOutbreak #TRENDS #BOOM #VIRAL #TRENDING #TRADING  #Epidemic #TRADER #PAROBOLIC #CHARTS #REVERSAL #COILED #MONEY #PENNYSTOCKS #STOCKS #OTC https://t.co/wsOSG5xzBt https://t.co/Q7Rt7VM9R0,1
7926,"The latest #china doctor report: some #coronavirus  patients' symptoms are mild in early stages, but there is a SUDDEN acceleration in the later stage?? Then patients will enter a state of multiple organ failure soon??which will be a storm of inflammation. Share with ppl u care. https://t.co/KxN1EWDu9h",1
7927,Dragon trapped ?? #coronavirus https://t.co/pi5sWQH5vb,1
7928,"Thank You ??????
#coronavirus https://t.co/KaDmA77WEQ",1
7929,"It’s awesome knowing that your suspended stocks aren’t being effected by global issues like #coronavirus.
$4CE $VEC $WFE
??",1
7930,"When you watch @CNN you may think the #coronavirus is some dead ass killer disease yet it's just flu. ???? This is just flu for God's sake  but the way it's presented to the public one might die even before going to China 

#Thread https://t.co/ONyk56D2X1",1
7931,"???Straying into the fight against the new #coronavirus.
(WHO does not mention masks.)
https://t.co/emk01BfJkl

????????????Healthy people no need masks.
????Masks export ban, &amp; Rejection on use public institutions with no masks.
????Released 1 million masks to the people.

???And,....",2
7932,"GOOD NEWS: there now have recovered 479 people ?

#coronavirus",1
7933,"?????? #2019nCoV 
""#Coronavirus: Military takes over supplies as mainland #China death toll hits 361, surpassing Sars""

#NovelCoronavirus #nCoV2019 #WuhanOutbreak #Wuhan  #WuhanCoronavirus
https://t.co/lOXLkwIMq6",1
7934,"Wuhan #coronavirus : China death toll overtakes SARS - CNN 
it was only a matter of time ?? https://t.co/vRKCvlzPdx",1
7935,?? The suspension of flights to China by global airlines due to the #coronavirus epidemic resulted in Asian refining margins for jet fuel in January showing their biggest monthly decline in a more than a decade.  https://t.co/pyaMCuwy8M,1
7936,"Chinese president has finally spoken on the #coronavirus and said ""Shaici ting yang teng wena feng lemise Dong fong 'hong choo la', Jiehang zhing cho Yanghi Xanghi....xauhn shei Huang chongle void pekejeng Deng twatwa""
Agreed with him because it's for our own good as Kenyans.??",1
7937,"The #coronavirus causes respiratory illness.
#WHO has advice to people on how to protect themselves and those around them from getting the disease??

#Health #Healthcare #Goal3 #SDGs https://t.co/zAfV8aeNTL",1
7938,"China says USA is overreacting to corona virus ?? 

#coronavirus",1
7939,"#SuperBowlLIV
#SuperBowl2020
#SBLIV
#BAFTAs
#HalftimeShow
#49ers
#49ers

#coronavirus

#SanFrancisco49ers
#StreathamShooting

#IslamistInspired

Islamist-inspired?????? ??????

UK Media journalists have coined a New phrase to link Islam to Terrorism – Good https://t.co/M7Ze9gynEi",1
7940,Actual picture of the #coronavirus taken under a microscope!!?? https://t.co/r1I11swAbs https://t.co/rbTocvBaWU,1
7941,"A lot of??coming..  WHO WANTS THE SMOKE ?!! 
.
#dademens #trap #trapmusic #smoke #fire #fuck #coronavirus #cooking #home #studio #music#ep #comingsoon @ Shanghai, China https://t.co/yryZ9TtK5T",1
7942,"#Coronavirus
ISLAMABAD: Special Assistant to the Prime Minister (SAPM) on Health, Dr @zfrmrza  recently stated that thousands of testing kits had been arranged and hoped that no more kits would be required in future.

Click the link??to read more
https://t.co/k0TRuXCNON",1
7943,"#Kerala is taking steps to spread #awareness about #CoronavirusOutbreak 
#coronavirus 

Read more about it here https://t.co/QJn8QdGw2c ????",1
